,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_activation,param_alpha,param_hidden_layer_sizes,param_learning_rate,param_solver,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score,model_path,preprocessing_path,categorical
30,1.3400239944458008,0.03148078301705688,0.0017302831013997395,0.0008038404014975797,relu,0.0001,"(50, 100, 50)",adaptive,sgd,"{'activation': 'relu', 'alpha': 0.0001, 'hidden_layer_sizes': (50, 100, 50), 'learning_rate': 'adaptive', 'solver': 'sgd'}",-1.309926526434843,-1.3176838943744535,-1.277482115338176,-1.3016975120491574,0.017413275926531597,4,model_dump/mlp_knnImputed_grid_mae_True_-1.29337_07-02-2022_22:27:37.pkl,scale_dump/ColumnTransformer_knnImputed_07-02-2022_22:27:37.pkl,False
31,1.0280590057373047,0.11883387380418256,0.0011467138926188152,0.00018126318555320193,relu,0.0001,"(50, 100, 50)",adaptive,adam,"{'activation': 'relu', 'alpha': 0.0001, 'hidden_layer_sizes': (50, 100, 50), 'learning_rate': 'adaptive', 'solver': 'adam'}",-1.3217425072387905,-1.3161411213741028,-1.2848150839987653,-1.3075662375372195,0.016249207599121445,9,model_dump/mlp_knnImputed_grid_mae_True_-1.29337_07-02-2022_22:27:37.pkl,scale_dump/ColumnTransformer_knnImputed_07-02-2022_22:27:37.pkl,False
32,0.5197808742523193,0.18379740798156527,0.0008105436960856119,0.00031572323716312016,relu,0.0001,"(100,)",constant,sgd,"{'activation': 'relu', 'alpha': 0.0001, 'hidden_layer_sizes': (100,), 'learning_rate': 'constant', 'solver': 'sgd'}",-1.3729760943749656,-1.573044732625633,-1.4102667462125082,-1.4520958577377023,0.08686817956386345,35,model_dump/mlp_knnImputed_grid_mae_True_-1.29337_07-02-2022_22:27:37.pkl,scale_dump/ColumnTransformer_knnImputed_07-02-2022_22:27:37.pkl,False
33,1.0637978712717693,0.13018812516395928,0.0005469322204589844,3.239920474789859e-06,relu,0.0001,"(100,)",constant,adam,"{'activation': 'relu', 'alpha': 0.0001, 'hidden_layer_sizes': (100,), 'learning_rate': 'constant', 'solver': 'adam'}",-1.4493083188631035,-1.4767587731962242,-1.468246922858897,-1.4647713383060748,0.011472913804886924,37,model_dump/mlp_knnImputed_grid_mae_True_-1.29337_07-02-2022_22:27:37.pkl,scale_dump/ColumnTransformer_knnImputed_07-02-2022_22:27:37.pkl,False
34,0.6940587361653646,0.07660813070470435,0.0006578763326009115,4.103032201741229e-05,relu,0.0001,"(100,)",adaptive,sgd,"{'activation': 'relu', 'alpha': 0.0001, 'hidden_layer_sizes': (100,), 'learning_rate': 'adaptive', 'solver': 'sgd'}",-1.367746174289478,-1.573044732625633,-1.3856714166633812,-1.4421541078594975,0.09284250218261304,33,model_dump/mlp_knnImputed_grid_mae_True_-1.29337_07-02-2022_22:27:37.pkl,scale_dump/ColumnTransformer_knnImputed_07-02-2022_22:27:37.pkl,False
35,1.1404825846354167,0.1550820863495711,0.0008360544840494791,0.00033213481374979513,relu,0.0001,"(100,)",adaptive,adam,"{'activation': 'relu', 'alpha': 0.0001, 'hidden_layer_sizes': (100,), 'learning_rate': 'adaptive', 'solver': 'adam'}",-1.4493083188631035,-1.4767587731962242,-1.468246922858897,-1.4647713383060748,0.011472913804886924,37,model_dump/mlp_knnImputed_grid_mae_True_-1.29337_07-02-2022_22:27:37.pkl,scale_dump/ColumnTransformer_knnImputed_07-02-2022_22:27:37.pkl,False
36,0.4810761610666911,0.10920106369122914,0.0011901060740152996,0.00045541490768779733,relu,0.05,"(50, 50, 50)",constant,sgd,"{'activation': 'relu', 'alpha': 0.05, 'hidden_layer_sizes': (50, 50, 50), 'learning_rate': 'constant', 'solver': 'sgd'}",-1.34689481600635,-1.3173641581205444,-1.30438751998953,-1.322882164705475,0.017786771323446957,20,model_dump/mlp_knnImputed_grid_mae_True_-1.29337_07-02-2022_22:27:37.pkl,scale_dump/ColumnTransformer_knnImputed_07-02-2022_22:27:37.pkl,False
37,0.8640956083933512,0.2434101685553735,0.0008861223856608073,9.217179903172312e-05,relu,0.05,"(50, 50, 50)",constant,adam,"{'activation': 'relu', 'alpha': 0.05, 'hidden_layer_sizes': (50, 50, 50), 'learning_rate': 'constant', 'solver': 'adam'}",-1.3850451755225728,-1.3230765814758845,-1.2776413694393032,-1.3285877088125868,0.04402025127661249,22,model_dump/mlp_knnImputed_grid_mae_True_-1.29337_07-02-2022_22:27:37.pkl,scale_dump/ColumnTransformer_knnImputed_07-02-2022_22:27:37.pkl,False
38,0.8989471594492594,0.15823263467605053,0.0008843739827473959,5.040108361469246e-05,relu,0.05,"(50, 50, 50)",adaptive,sgd,"{'activation': 'relu', 'alpha': 0.05, 'hidden_layer_sizes': (50, 50, 50), 'learning_rate': 'adaptive', 'solver': 'sgd'}",-1.34689481600635,-1.3102438716044458,-1.30438751998953,-1.320508735866775,0.01881033638558737,18,model_dump/mlp_knnImputed_grid_mae_True_-1.29337_07-02-2022_22:27:37.pkl,scale_dump/ColumnTransformer_knnImputed_07-02-2022_22:27:37.pkl,False
39,0.9138592878977457,0.26203771587556407,0.0012412071228027344,0.0005132523901487111,relu,0.05,"(50, 50, 50)",adaptive,adam,"{'activation': 'relu', 'alpha': 0.05, 'hidden_layer_sizes': (50, 50, 50), 'learning_rate': 'adaptive', 'solver': 'adam'}",-1.3850451755225728,-1.3230765814758845,-1.2776413694393032,-1.3285877088125868,0.04402025127661249,22,model_dump/mlp_knnImputed_grid_mae_True_-1.29337_07-02-2022_22:27:37.pkl,scale_dump/ColumnTransformer_knnImputed_07-02-2022_22:27:37.pkl,False
40,0.8706786632537842,0.1653324034149982,0.0017606417338053386,0.0006624667003383408,relu,0.05,"(50, 100, 50)",constant,sgd,"{'activation': 'relu', 'alpha': 0.05, 'hidden_layer_sizes': (50, 100, 50), 'learning_rate': 'constant', 'solver': 'sgd'}",-1.327189719309865,-1.3180130135714887,-1.2769896916916552,-1.3073974748576696,0.021825488766664524,7,model_dump/mlp_knnImputed_grid_mae_True_-1.29337_07-02-2022_22:27:37.pkl,scale_dump/ColumnTransformer_knnImputed_07-02-2022_22:27:37.pkl,False
41,1.2417937119801838,0.2459024270654511,0.002024412155151367,0.0012153696323935882,relu,0.05,"(50, 100, 50)",constant,adam,"{'activation': 'relu', 'alpha': 0.05, 'hidden_layer_sizes': (50, 100, 50), 'learning_rate': 'constant', 'solver': 'adam'}",-1.3120625252882152,-1.3024108719508558,-1.2916218725302064,-1.3020317565897592,0.008349166331083102,5,model_dump/mlp_knnImputed_grid_mae_True_-1.29337_07-02-2022_22:27:37.pkl,scale_dump/ColumnTransformer_knnImputed_07-02-2022_22:27:37.pkl,False
42,1.281510829925537,0.1677765836003613,0.001188516616821289,4.454579622372531e-05,relu,0.05,"(50, 100, 50)",adaptive,sgd,"{'activation': 'relu', 'alpha': 0.05, 'hidden_layer_sizes': (50, 100, 50), 'learning_rate': 'adaptive', 'solver': 'sgd'}",-1.309703667838793,-1.2934297104197852,-1.2769896916916552,-1.2933743566500777,0.013355482191937525,1,model_dump/mlp_knnImputed_grid_mae_True_-1.29337_07-02-2022_22:27:37.pkl,scale_dump/ColumnTransformer_knnImputed_07-02-2022_22:27:37.pkl,False
43,1.0991315841674805,0.15095788159476126,0.0011668999989827473,0.0001998406015984572,relu,0.05,"(50, 100, 50)",adaptive,adam,"{'activation': 'relu', 'alpha': 0.05, 'hidden_layer_sizes': (50, 100, 50), 'learning_rate': 'adaptive', 'solver': 'adam'}",-1.3120625252882152,-1.3024108719508558,-1.2916218725302064,-1.3020317565897592,0.008349166331083102,5,model_dump/mlp_knnImputed_grid_mae_True_-1.29337_07-02-2022_22:27:37.pkl,scale_dump/ColumnTransformer_knnImputed_07-02-2022_22:27:37.pkl,False
44,0.5087887446085612,0.19313136232845485,0.0006672541300455729,1.1074422520380365e-05,relu,0.05,"(100,)",constant,sgd,"{'activation': 'relu', 'alpha': 0.05, 'hidden_layer_sizes': (100,), 'learning_rate': 'constant', 'solver': 'sgd'}",-1.373115659151039,-1.5732630334875948,-1.4106642820689164,-1.45234765823585,0.08686338219664227,36,model_dump/mlp_knnImputed_grid_mae_True_-1.29337_07-02-2022_22:27:37.pkl,scale_dump/ColumnTransformer_knnImputed_07-02-2022_22:27:37.pkl,False
45,1.076926549275716,0.09374056688268291,0.0008095105489095052,0.0002694227935149222,relu,0.05,"(100,)",constant,adam,"{'activation': 'relu', 'alpha': 0.05, 'hidden_layer_sizes': (100,), 'learning_rate': 'constant', 'solver': 'adam'}",-1.44280677607408,-1.4788416959812603,-1.486731012171137,-1.4694598280754922,0.01911978405088058,39,model_dump/mlp_knnImputed_grid_mae_True_-1.29337_07-02-2022_22:27:37.pkl,scale_dump/ColumnTransformer_knnImputed_07-02-2022_22:27:37.pkl,False
46,0.6185607115427653,0.2182008107187089,0.0005975564320882162,6.722680557211413e-05,relu,0.05,"(100,)",adaptive,sgd,"{'activation': 'relu', 'alpha': 0.05, 'hidden_layer_sizes': (100,), 'learning_rate': 'adaptive', 'solver': 'sgd'}",-1.3679610498105512,-1.5732630334875948,-1.3860943094663756,-1.4424394642548404,0.09280197008158221,34,model_dump/mlp_knnImputed_grid_mae_True_-1.29337_07-02-2022_22:27:37.pkl,scale_dump/ColumnTransformer_knnImputed_07-02-2022_22:27:37.pkl,False
47,0.8401861985524496,0.04936659006503628,0.00044989585876464844,3.3207865422210978e-06,relu,0.05,"(100,)",adaptive,adam,"{'activation': 'relu', 'alpha': 0.05, 'hidden_layer_sizes': (100,), 'learning_rate': 'adaptive', 'solver': 'adam'}",-1.44280677607408,-1.4788416959812603,-1.486731012171137,-1.4694598280754922,0.01911978405088058,39,model_dump/mlp_knnImputed_grid_mae_True_-1.29337_07-02-2022_22:27:37.pkl,scale_dump/ColumnTransformer_knnImputed_07-02-2022_22:27:37.pkl,False
